"","oid","typ","cid","tna","rnk","tid","mna","mra","mid","oei","oli","eag","lag","rid","gnl","gnn","odl","odn","cll","cln","phl","phn","idt","ids","rss","eag.1","lag.1","cxi","ein","lin","fml","fmn","rst","eid","idf"
"1:90","208782","occ","23179","Taeniopteris sp.","5","56180","Taeniopteris","5","56180","Sakmarian","Artinskian","295.5","279.3","6662;6662","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","sp.",NA,295.5,279.3,"773","150","149",NA,NA,NA,NA,NA
"1:91","210028","occ","23175","Taeniopteris sp.","5","56180","Taeniopteris","5","56180","Late Triassic",NA,"237","201.3","6625;6625","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","sp.",NA,237,201.3,"44","44","44",NA,NA,NA,NA,NA
"1:92","210055","occ","23222","Taeniopteris sp.","5","56180","Taeniopteris","5","56180","Late Triassic",NA,"237","201.3","6625;6625","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","sp.",NA,237,201.3,"44","44","44",NA,NA,NA,NA,NA
"1:93","210066","occ","23223","Taeniopteris sp.","5","56180","Taeniopteris","5","56180","Late Triassic",NA,"237","201.3","6625;6625","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","sp.",NA,237,201.3,"44","44","44",NA,NA,NA,NA,NA
"1:94","210524","occ","23263","Taeniopteris sp.","5","56180","Taeniopteris","5","56180","Carnian",NA,"237","228","6625;6625","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","sp.",NA,237,228,"137","137","137",NA,NA,NA,NA,NA
"1:95","210567","occ","23264","Taeniopteris sp.","5","56180","Taeniopteris","5","56180","Late Triassic",NA,"237","201.3","6625;6625","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","sp.",NA,237,201.3,"44","44","44",NA,NA,NA,NA,NA
"1:96","218878","occ","22346","Encephalartos laurenianus cf.","3","448701","Encephalartos","5","448701","Pliocene","Pleistocene","5.333","0.0117","5328;5328","Encephalartos","448701","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Encephalartos","laurenianus","cf.",5.333,0.0117,"1","34","33","Cycadaceae","54571",NA,NA,NA
"1:97","230117","occ","23380","Pseudoctenis spectabilis","3","279032","Pseudoctenis","5","279032","Late Triassic",NA,"237","201.3","6704;6704","Pseudoctenis","279032","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Pseudoctenis","spectabilis",NA,237,201.3,"44","44","44","Nilssoniaceae","168703",NA,NA,NA
"1:98","230615","occ","23411","Microzamia paututensis","3","450092","Microzamia","5","450092","Cretaceous",NA,"145","66","6709;6709","Microzamia","450092","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Microzamia","paututensis",NA,145,66,"14","14","14","Cycadaceae","54571",NA,NA,NA
"1:99","230746","occ","23419","Microzamia sp.","5","450092","Microzamia","5","450092","Cretaceous",NA,"145","66","6709;6709","Microzamia","450092","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Microzamia","sp.",NA,145,66,"14","14","14","Cycadaceae","54571",NA,NA,NA
"1:100","230939","occ","23435","Microzamia paututensis","3","450092","Microzamia","5","450092","Cretaceous",NA,"145","66","6709;6709","Microzamia","450092","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Microzamia","paututensis",NA,145,66,"14","14","14","Cycadaceae","54571",NA,NA,NA
"1:101","230940","occ","23435","Microzamia sp.","5","450092","Microzamia","5","450092","Cretaceous",NA,"145","66","6709;6709","Microzamia","450092","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Microzamia","sp.",NA,145,66,"14","14","14","Cycadaceae","54571",NA,NA,NA
"1:102","230943","occ","23435","Pseudoctenis ? sp.","5","279032","Pseudoctenis","5","279032","Cretaceous",NA,"145","66","6709;6709","Pseudoctenis","279032","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Pseudoctenis","sp.",NA,145,66,"14","14","14","Nilssoniaceae","168703","?",NA,NA
"1:103","231233","occ","23462","Pseudoctenis spectabilis","3","279032","Pseudoctenis","5","279032","Late Triassic",NA,"237","201.3","6704;6704","Pseudoctenis","279032","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Pseudoctenis","spectabilis",NA,237,201.3,"44","44","44","Nilssoniaceae","168703",NA,NA,NA
"1:104","231253","occ","23464","Pseudoctenis spectabilis","3","279032","Pseudoctenis","5","279032","Late Triassic",NA,"237","201.3","6704;6704","Pseudoctenis","279032","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Pseudoctenis","spectabilis",NA,237,201.3,"44","44","44","Nilssoniaceae","168703",NA,NA,NA
"1:105","231264","occ","23467","Pseudoctenis spectabilis","3","279032","Pseudoctenis","5","279032","Late Triassic",NA,"237","201.3","6704;6704","Pseudoctenis","279032","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Pseudoctenis","spectabilis",NA,237,201.3,"44","44","44","Nilssoniaceae","168703",NA,NA,NA
"1:106","231392","occ","23476","Pseudoctenis spectabilis","3","279032","Pseudoctenis","5","279032","Late Triassic",NA,"237","201.3","6704;6704","Pseudoctenis","279032","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Pseudoctenis","spectabilis",NA,237,201.3,"44","44","44","Nilssoniaceae","168703",NA,NA,NA
"1:107","231972","occ","23504","Microzamia paututensis","3","450092","Microzamia","5","450092","Cretaceous",NA,"145","66","6709;6709","Microzamia","450092","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Microzamia","paututensis",NA,145,66,"14","14","14","Cycadaceae","54571",NA,NA,NA
"1:108","232024","occ","23509","Microzamia paututensis","3","450092","Microzamia","5","450092","Cretaceous",NA,"145","66","6709;6709","Microzamia","450092","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Microzamia","paututensis",NA,145,66,"14","14","14","Cycadaceae","54571",NA,NA,NA
"1:109","232033","occ","23510","Pseudoctenis paututensis","3","279032","Pseudoctenis","5","279032","Cretaceous",NA,"145","66","6709;6709","Pseudoctenis","279032","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Pseudoctenis","paututensis",NA,145,66,"14","14","14","Nilssoniaceae","168703",NA,NA,NA
"1:110","243832","occ","23939","Pseudoctenis spectabilis","3","279032","Pseudoctenis","5","279032","Late Triassic",NA,"237","201.3","6704;6704","Pseudoctenis","279032","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Pseudoctenis","spectabilis",NA,237,201.3,"44","44","44","Nilssoniaceae","168703",NA,NA,NA
"1:111","243860","occ","23943","Pseudoctenis spectabilis","3","279032","Pseudoctenis","5","279032","Late Triassic",NA,"237","201.3","6704;6704","Pseudoctenis","279032","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Pseudoctenis","spectabilis",NA,237,201.3,"44","44","44","Nilssoniaceae","168703",NA,NA,NA
"1:112","243885","occ","23946","Pseudoctenis spectabilis","3","279032","Pseudoctenis","5","279032","Late Triassic",NA,"237","201.3","6704;6704","Pseudoctenis","279032","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Pseudoctenis","spectabilis",NA,237,201.3,"44","44","44","Nilssoniaceae","168703",NA,NA,NA
"1:113","243903","occ","23950","Pseudoctenis spectabilis","3","279032","Pseudoctenis","5","279032","Early Jurassic",NA,"201.3","174.1","6704;6704","Pseudoctenis","279032","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Pseudoctenis","spectabilis",NA,201.3,174.1,"43","43","43","Nilssoniaceae","168703",NA,NA,NA
"1:114","243960","occ","23956","Pseudoctenis spectabilis","3","279032","Pseudoctenis","5","279032","Early Jurassic",NA,"201.3","174.1","6704;6704","Pseudoctenis","279032","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Pseudoctenis","spectabilis",NA,201.3,174.1,"43","43","43","Nilssoniaceae","168703",NA,NA,NA
"1:115","244324","occ","23976","Taeniopteris tenuinervis","3","56180","Taeniopteris","5","56180","Norian","Early Pliensbachian","228","183","6787;6787","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","tenuinervis",NA,228,183,"2","136","132",NA,NA,NA,NA,NA
"1:116","244333","occ","23977","Taeniopteris tenuinervis","3","56180","Taeniopteris","5","56180","Norian","Early Pliensbachian","228","183","6787;6787","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","tenuinervis",NA,228,183,"2","136","132",NA,NA,NA,NA,NA
"1:117","244334","occ","23977","Anthrophyopsis sp.","5","404653","Anthrophyopsis","5","404653","Norian","Early Pliensbachian","228","183","6787;6787","Anthrophyopsis","404653","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Anthrophyopsis","sp.",NA,228,183,"2","136","132",NA,NA,NA,NA,NA
"1:118","244557","occ","23993","Taeniopteris elegans","3","56180","Taeniopteris","5","56180","Carnian",NA,"237","228","6703;6703","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","elegans",NA,237,228,"137","137","137",NA,NA,NA,NA,NA
"1:119","244719","occ","24003","Taeniopteris elegans","3","56180","Taeniopteris","5","56180","Carnian",NA,"237","228","6703;6703","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","elegans",NA,237,228,"137","137","137",NA,NA,NA,NA,NA
"1:120","244751","occ","24005","Ctenophyllum braunianum","3","407037","Ctenophyllum braunianum","3","407037","Carnian",NA,"237","228","6703;6703","Ctenophyllum","385191","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Ctenophyllum","braunianum",NA,237,228,"137","137","137","Cycadaceae","54571",NA,NA,NA
"1:121","244985","occ","24031","Taeniopteris elegans","3","56180","Taeniopteris","5","56180","Carnian",NA,"237","228","6703;6703","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","elegans",NA,237,228,"137","137","137",NA,NA,NA,NA,NA
"1:122","245009","occ","24033","Taeniopteris elegans","3","56180","Taeniopteris","5","56180","Carnian",NA,"237","228","6703;6703","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","elegans",NA,237,228,"137","137","137",NA,NA,NA,NA,NA
"1:123","245011","occ","24033","Pterophyllum robustum","3","448165","Ctenophyllum robustum","3","448166","Carnian",NA,"237","228","6703;6703","Ctenophyllum","385191","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Pterophyllum","robustum",NA,237,228,"137","137","137","Cycadaceae","54571",NA,NA,NA
"1:124","245058","occ","24036","Taeniopteris elegans","3","56180","Taeniopteris","5","56180","Carnian",NA,"237","228","6703;6703","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","elegans",NA,237,228,"137","137","137",NA,NA,NA,NA,NA
"1:125","245059","occ","24036","Ctenophyllum braunianum","3","407037","Ctenophyllum braunianum","3","407037","Carnian",NA,"237","228","6703;6703","Ctenophyllum","385191","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Ctenophyllum","braunianum",NA,237,228,"137","137","137","Cycadaceae","54571",NA,NA,NA
"1:126","245077","occ","24037","Pterophyllum robustum","3","448165","Ctenophyllum robustum","3","448166","Carnian",NA,"237","228","6703;6703","Ctenophyllum","385191","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Pterophyllum","robustum",NA,237,228,"137","137","137","Cycadaceae","54571",NA,NA,NA
"1:127","245192","occ","24057","Taeniopteris elegans","3","56180","Taeniopteris","5","56180","Carnian",NA,"237","228","6703;6703","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","elegans",NA,237,228,"137","137","137",NA,NA,NA,NA,NA
"1:128","245377","occ","24068","Taeniopteris elegans","3","56180","Taeniopteris","5","56180","Carnian",NA,"237","228","6811;6811","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","elegans",NA,237,228,"137","137","137",NA,NA,NA,NA,NA
"1:129","245388","occ","24069","Ctenophyllum braunianum","3","407037","Ctenophyllum braunianum","3","407037","Carnian",NA,"237","228","6811;6811","Ctenophyllum","385191","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Ctenophyllum","braunianum",NA,237,228,"137","137","137","Cycadaceae","54571",NA,NA,NA
"1:130","245389","occ","24069","Taeniopteris elegans","3","56180","Taeniopteris","5","56180","Carnian",NA,"237","228","6811;6811","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","elegans",NA,237,228,"137","137","137",NA,NA,NA,NA,NA
"1:131","245404","occ","24071","Taeniopteris elegans","3","56180","Taeniopteris","5","56180","Carnian",NA,"237","228","6811;6811","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","elegans",NA,237,228,"137","137","137",NA,NA,NA,NA,NA
"1:132","245430","occ","24073","Ctenophyllum braunianum","3","407037","Ctenophyllum braunianum","3","407037","Carnian",NA,"237","228","6811;6811","Ctenophyllum","385191","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Ctenophyllum","braunianum",NA,237,228,"137","137","137","Cycadaceae","54571",NA,NA,NA
"1:133","245431","occ","24073","Taeniopteris elegans","3","56180","Taeniopteris","5","56180","Carnian",NA,"237","228","6811;6811","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","elegans",NA,237,228,"137","137","137",NA,NA,NA,NA,NA
"1:134","245447","occ","24074","Ctenophyllum braunianum","3","407037","Ctenophyllum braunianum","3","407037","Carnian",NA,"237","228","6811;6811","Ctenophyllum","385191","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Ctenophyllum","braunianum",NA,237,228,"137","137","137","Cycadaceae","54571",NA,NA,NA
"1:135","245448","occ","24074","Taeniopteris elegans","3","56180","Taeniopteris","5","56180","Carnian",NA,"237","228","6811;6811","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","elegans",NA,237,228,"137","137","137",NA,NA,NA,NA,NA
"1:136","245465","occ","24075","Ctenophyllum braunianum","3","407037","Ctenophyllum braunianum","3","407037","Carnian",NA,"237","228","6811;6811","Ctenophyllum","385191","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Ctenophyllum","braunianum",NA,237,228,"137","137","137","Cycadaceae","54571",NA,NA,NA
"1:137","245466","occ","24075","Taeniopteris elegans","3","56180","Taeniopteris","5","56180","Carnian",NA,"237","228","6811;6811","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","elegans",NA,237,228,"137","137","137",NA,NA,NA,NA,NA
"1:138","245479","occ","24076","Ctenophyllum braunianum","3","407037","Ctenophyllum braunianum","3","407037","Carnian",NA,"237","228","6811;6811","Ctenophyllum","385191","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Ctenophyllum","braunianum",NA,237,228,"137","137","137","Cycadaceae","54571",NA,NA,NA
"1:139","245726","occ","24092","Taeniopteris elegans","3","56180","Taeniopteris","5","56180","Carnian",NA,"237","228","6703;6703","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","elegans",NA,237,228,"137","137","137",NA,NA,NA,NA,NA
"1:140","245727","occ","24092","Ctenophyllum braunianum","3","407037","Ctenophyllum braunianum","3","407037","Carnian",NA,"237","228","6703;6703","Ctenophyllum","385191","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Ctenophyllum","braunianum",NA,237,228,"137","137","137","Cycadaceae","54571",NA,NA,NA
"1:141","245729","occ","24092","Pterophyllum robustum","3","448165","Ctenophyllum robustum","3","448166","Carnian",NA,"237","228","6703;6703","Ctenophyllum","385191","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Pterophyllum","robustum",NA,237,228,"137","137","137","Cycadaceae","54571",NA,NA,NA
"1:142","246037","occ","24110","Pterophyllum braunianum","3","407036","Ctenophyllum braunianum","3","407037","Carnian",NA,"237","228","6820;6820","Ctenophyllum","385191","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Pterophyllum","braunianum",NA,237,228,"137","137","137","Cycadaceae","54571",NA,NA,NA
"1:143","246043","occ","24110","Sphenozamites rogersianus","3","452306","Sphenozamites rogersianus","3","452306","Carnian",NA,"237","228","6820;6820","Sphenozamites","56238","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Sphenozamites","rogersianus",NA,237,228,"137","137","137","Cycadaceae","54571",NA,NA,NA
"1:144","246044","occ","24110","Stangerites obliqua","3","411172","Stangerites","5","411172","Carnian",NA,"237","228","6820;6820","Stangerites","411172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Stangerites","obliqua",NA,237,228,"137","137","137",NA,NA,NA,NA,NA
"1:145","246045","occ","24110","Stangerites planus","3","411172","Stangerites","5","411172","Carnian",NA,"237","228","6820;6820","Stangerites","411172","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Stangerites","planus",NA,237,228,"137","137","137",NA,NA,NA,NA,NA
"1:146","246046","occ","24110","Taeniopteris diminuta","3","56180","Taeniopteris","5","56180","Carnian",NA,"237","228","6820;6820","Taeniopteris","56180","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Taeniopteris","diminuta",NA,237,228,"137","137","137",NA,NA,NA,NA,NA
"1:147","246048","occ","24110","Zamiostrobus lissocardius","3","280773","Zamiostrobus","5","280773","Carnian",NA,"237","228","6820;6820","Zamiostrobus","280773","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Zamiostrobus","lissocardius",NA,237,228,"137","137","137","Cycadaceae","54571",NA,NA,NA
"1:148","246068","occ","24111","Pterophyllum braunianum","3","407036","Ctenophyllum braunianum","3","407037","Carnian",NA,"237","228","6820;6820","Ctenophyllum","385191","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Pterophyllum","braunianum",NA,237,228,"137","137","137","Cycadaceae","54571",NA,NA,NA
"1:149","246072","occ","24111","Sphenozamites rogersianus","3","452306","Sphenozamites rogersianus","3","452306","Carnian",NA,"237","228","6820;6820","Sphenozamites","56238","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Sphenozamites","rogersianus",NA,237,228,"137","137","137","Cycadaceae","54571",NA,NA,NA
"1:150","246088","occ","24112","Pterophyllum braunianum","3","407036","Ctenophyllum braunianum","3","407037","Carnian",NA,"237","228","6820;6820","Ctenophyllum","385191","Cycadales","55349","Cycadopsida","54800","Cycadophyta","56134","Pterophyllum","braunianum",NA,237,228,"137","137","137","Cycadaceae","54571",NA,NA,NA
